Campaign ID,Campaign,Audience segment,Cost,Impr.,Clicks
22091900857,202501//Perwoll//Glam 2025//RethinkNew//Trueview,Fashion Trend,35.48,18322.0,19.0
22129240939,T03_000055_HR_NBD_BodyMilk_CO_Jan25_Feb25_fullf_OMD_DigGR_Trueview,Beauty Products,24.14,7326.0,19.0
22149808472,202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Bumper,News & Politics › Avid News Readers › Men's Media Fans,10.28,8436.0,19.0
22188924642,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper M,Beauty & Wellness,8.04,6893.0,19.0
22328795888,T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable In-market,Beauty & Personal Care › Tanning & Sun Care Products,5.55,1671.0,19.0
22440875162,202502//Ceresit //Gratis//Rovinj,Home & Garden › Do-It-Yourselfers,3.29,5209.0,19.0
22545157905,T03_000098_HR_NSU_ProtectMoisture_CO_May25_Jul25_fullf_OMD_DigGR_TrueView,Beauty & Personal Care › Tanning & Sun Care Products,26.96,7472.0,19.0
22928895972,T03_001636_HR_NFC_CellularEpigenetics_CO_Sep25_Oct25_fullf_OMD_DigGR_TrueView_oKPI,Beauty & Personal Care › Skin Care Products,93.62,43033.0,19.0
22211100459,T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Urea Bumper,Beauty & Personal Care › Bath & Body Products,13.54,11584.0,18.0
22249484069,T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview,Beauty Products,16.9,7550.0,18.0
22339414513,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Trueview,Beauty Products,34.98,9613.0,18.0
22363394816,T03_000158_HR_NDO_BW(unisex)_CO_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Male,Beauty & Wellness › Frequently Visits Salons,35.13,14496.0,18.0
23120362515,202510//Ceresit STOP//Local Brand Support Rubson Healthy Home 2023 (FR)//Local Brand Support Healthy Home 2023,Home-ownership Status › Homeowners,0.86,1458.0,18.0
23348045715,202512//Ceresit//Ceresit Expert,Home & Garden,0.84,1601.0,18.0
22199101129,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W,Shoppers › Luxury Shoppers,8.05,5258.0,17.0
22339414513,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Trueview,Skin Care Products,28.77,7964.0,17.0
22440875162,202502//Ceresit //Gratis//Rovinj,Home & Garden › Home Decor Enthusiasts,2.89,5656.0,17.0
22081967688,202501//Perwoll//Glam 2025//RethinkNew//Bumper,Mall Shopping,10.3,9152.0,16.0
22199101129,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W,Beauty Products,6.24,4136.0,16.0
22245320049,T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na,Beauty Products,13.12,6785.0,16.0
22322179083,T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Bumper,Shoppers › Luxury Shoppers,14.53,6217.0,16.0
22329610038,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC,Beauty Products,10.42,6363.0,16.0
22149808472,202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Bumper,Hair Styles Information,6.38,5122.0,15.0
22198446400,T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview,Beauty & Personal Care › Bath & Body Products,26.5,8445.0,15.0
22329334281,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Bumper,Makeup,9.88,4631.0,15.0
22329334281,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Bumper,Makeup With Skincare Benefits,12.84,5987.0,15.0
22366950856,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Male,Beauty & Wellness › Frequently Visits Salons,8.35,7047.0,15.0
23035480243,202509//Ceresit//CE&CS25//Brand Campaign,Home & Garden › Do-It-Yourselfers,1.4,2808.0,15.0
22217449910,T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper - RC,Beauty & Personal Care › Bath & Body Products,13.21,11171.0,14.0
22284289146,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Female,Beauty & Wellness,3.37,3228.0,14.0
22284289146,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Female,Sports & Fitness › Health & Fitness Buffs,16.25,11595.0,14.0
22284590328,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Male,Beauty & Wellness,7.06,5541.0,14.0
22082495706,202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView,Beauty & Wellness,31.08,14362.0,13.0
22249484069,T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview,Skin Care Products,14.82,6730.0,13.0
22363752698,T03_000158_HR_NDO_BW(unisex)_CO_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female,NIVEA DEO F remarketing,24.32,8170.0,13.0
22081967688,202501//Perwoll//Glam 2025//RethinkNew//Bumper,News & Politics › Avid News Readers › Women's Media Fans,15.88,13068.0,12.0
22139437671,T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_trueview,Beauty & Personal Care › Spas & Beauty Services,5.31,3625.0,12.0
22145754944,T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_influencer,Beauty Products,9.06,3029.0,12.0
22149808469,202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview,Beauty & Wellness,79.22,35101.0,12.0
22339436384,T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView,Clothing & Accessories › Formal Wear,19.5,5498.0,12.0
22629454076,202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//TrueView,Beauty & Personal Care › Hair Care Products › Shampoos & Conditioners,14.61,6001.0,12.0
22199077804,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView W,Beauty & Wellness,14.24,5709.0,11.0
22199077804,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView W,Beauty & Wellness › Beauty Mavens,118.97,35083.0,11.0
22243238376,T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_bumper,Beauty & Personal Care › Spas & Beauty Services,3.94,2133.0,11.0
22295030785,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Female,Sports & Fitness › Health & Fitness Buffs,11.39,6954.0,11.0
22329334281,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Bumper,Beauty Blogger,5.24,2100.0,11.0
22356921765,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Female,Beauty & Wellness,16.63,11841.0,11.0
22363265963,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female,Beauty & Wellness › Beauty Mavens,47.73,16229.0,11.0
22484022653,202504//Gliss//Gliss_CAR FH Wonder EU B 25//Gliss_CAR FH Wonder EU B 25//video//TrueView,Beauty & Wellness,20.02,8655.0,11.0
22551605888,T03_000098_HR_NSU_ProtectMoisture_CO_May25_Jul25_fullf_OMD_DigGR_Shorts,Beauty & Wellness,1.15,2252.0,11.0
22243238376,T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_bumper,Makeup With Skincare Benefits,7.97,4664.0,10.0
22329610038,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC,Skin Care Products,9.92,5316.0,10.0
22484022653,202504//Gliss//Gliss_CAR FH Wonder EU B 25//Gliss_CAR FH Wonder EU B 25//video//TrueView,Beauty & Wellness › Frequently Visits Salons,17.74,7064.0,10.0
22149808469,202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview,Hair Styles Information,6.72,3623.0,9.0
22322179083,T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Bumper,Beauty & Personal Care › Bath & Body Products › Body Lotions & Moisturisers,15.34,6428.0,9.0
22091900857,202501//Perwoll//Glam 2025//RethinkNew//Trueview,Mall Shopping,12.46,6971.0,8.0
22149545170,T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_bumper,Makeup With Skincare Benefits,3.58,1935.0,8.0
22149659989,T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_trueview,Beauty & Wellness › Frequently Visits Salons,58.93,16964.0,8.0
22149659989,T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_trueview,Beauty Products,8.17,2560.0,8.0
22188796263,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView M,Shoppers › Value Shoppers,8.75,3702.0,8.0
22284289146,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Female,Lifestyles & Hobbies › Fashionistas,7.05,5894.0,8.0
22284590328,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Male,Sports & Fitness › Sports Fans › Football Fans,6.7,5151.0,8.0
22328795888,T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable In-market,Beauty & Personal Care › Skin Care Products,3.17,919.0,8.0
22339436384,T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView,Clothing & Accessories › Handbags,18.86,4560.0,8.0
22363752698,T03_000158_HR_NDO_BW(unisex)_CO_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female,Beauty & Wellness › Frequently Visits Salons,15.87,5428.0,8.0
22366950856,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Male,Beauty & Personal Care › Bath & Body Products › Body Lotions & Moisturisers,5.11,4113.0,8.0
22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,News & Politics › Avid News Readers › Men's Media Fans,6.13,4384.0,8.0
22658175089,202505//Perwoll//Perwoll_FCA Touch of New B 25//Touch of New//Trueview,Home & Garden › Home Appliances › Washers & Dryers,25.72,9885.0,8.0
22149808469,202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview,News & Politics › Avid News Readers › Men's Media Fans,9.44,4891.0,7.0
22188924642,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper M,Shoppers › Luxury Shoppers,3.18,2381.0,7.0
22199077804,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView W,Clothing & Accessories › Women's Clothing,17.56,5806.0,7.0
22199101129,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W,Beauty & Wellness › Frequently Visits Salons,3.39,2349.0,7.0
22199101129,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W,Skin Care Products,5.01,3325.0,7.0
22243238376,T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_bumper,Makeup,5.42,3178.0,7.0
22245320049,T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na,Skin Products,3.25,1438.0,7.0
22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,Hair Cleaning Products,3.73,2636.0,7.0
22629454076,202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//TrueView,Beauty Products,11.25,4473.0,7.0
23035480243,202509//Ceresit//CE&CS25//Brand Campaign,Home & Garden › Home Decor Enthusiasts,1.49,6044.0,7.0
22129212445,T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Bumper,Beauty & Personal Care › Bath & Body Products › Body Lotions & Moisturisers,1.47,756.0,6.0
22198525186,T03_000286_HR_NFL_MicellarExtra_CO_Feb25_Mar25_fullf_OMD_DigGR_Trueview,Makeup,5.43,1705.0,6.0
22249484069,T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview,Skin Products,3.14,1485.0,6.0
22329610038,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC,T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGRFF_na - Remarketing,0.89,559.0,6.0
22356921765,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Female,Beauty & Wellness › Frequently Visits Salons,2.62,1873.0,6.0
22366896424,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Male,Beauty & Wellness,17.79,8756.0,6.0
23120362515,202510//Ceresit STOP//Local Brand Support Rubson Healthy Home 2023 (FR)//Local Brand Support Healthy Home 2023,Home & Garden,0.31,538.0,6.0
22082495706,202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView,Beauty Products,10.86,5074.0,5.0
22129212445,T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Bumper,Makeup,2.58,1518.0,5.0
22129212445,T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Bumper,Beauty & Personal Care › Spas & Beauty Services,2.81,1519.0,5.0
22149545170,T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_bumper,Makeup,3.45,1875.0,5.0
22149545170,T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_bumper,Beauty & Personal Care › Spas & Beauty Services,4.73,2428.0,5.0
22194673340,T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper,Makeup,3.08,1944.0,5.0
22291389092,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Male,Sports & Fitness,3.3,2290.0,5.0
22295030785,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Female,Beauty & Wellness,4.94,3372.0,5.0
22356921765,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Female,Beauty Products,3.03,2069.0,5.0
22658175089,202505//Perwoll//Perwoll_FCA Touch of New B 25//Touch of New//Trueview,Washing Machines,8.83,3539.0,5.0
22686046442,T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Trueview,001642 Website Visitors,0.22,88.0,5.0
22091900857,202501//Perwoll//Glam 2025//RethinkNew//Trueview,Fashion Blogs and Media,16.13,8921.0,4.0
22129106611,T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Trueview,Beauty & Personal Care › Bath & Body Products › Body Lotions & Moisturisers,2.07,635.0,4.0
22129212445,T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Bumper,Beauty Tips,2.26,1357.0,4.0
22198446400,T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview,Makeup,4.67,1494.0,4.0
22198490344,T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Influencers - NoN VVC,Makeup,5.92,1779.0,4.0
22199077804,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView W,Beauty Products,11.46,4188.0,4.0
22243238376,T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_bumper,Beauty & Personal Care › Make-up & Cosmetics,2.95,1616.0,4.0
22295030785,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Female,Beauty & Wellness › Frequently Visits Salons,0.85,556.0,4.0
22329334281,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Bumper,Beauty & Personal Care › Spas & Beauty Services,4.36,1868.0,4.0
22339259423,T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_Bumpers,Sports & Fitness › Sports Fans › Water Sports Enthusiasts,3.43,1448.0,4.0
22339259423,T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_Bumpers,Sports & Fitness › Sports Fans › Winter Sports Enthusiasts,3.16,1397.0,4.0
22339414513,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Trueview,Beauty & Personal Care › Bath & Body Products › Body Lotions & Moisturisers,1.24,272.0,4.0
22339436384,T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView,Clothing & Accessories › Outerwear,15.26,4181.0,4.0
22356921765,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Female,Makeup,0.87,587.0,4.0
22366896424,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Male,Beauty & Personal Care › Hair Care Products,6.35,3064.0,4.0
22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,Hair Care,4.39,3137.0,4.0
22629454076,202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//TrueView,Hair Salon,13.17,5271.0,4.0
22643794958,T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Shorts,001642 Website Visitors,0.26,116.0,4.0
22081967688,202501//Perwoll//Glam 2025//RethinkNew//Bumper,Washing Machines,2.86,2459.0,3.0
22082495706,202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView,Beauty & Personal Care › Hair Care Products › Shampoos & Conditioners,8.81,4121.0,3.0
22129106611,T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Trueview,Beauty & Personal Care › Spas & Beauty Services,4.58,1358.0,3.0
22129240939,T03_000055_HR_NBD_BodyMilk_CO_Jan25_Feb25_fullf_OMD_DigGR_Trueview,Makeup,2.94,843.0,3.0
22139437671,T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_trueview,Beauty & Personal Care › Make-up & Cosmetics,3.68,2621.0,3.0
22139437671,T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_trueview,Makeup With Skincare Benefits,4.27,3138.0,3.0
22149545170,T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_bumper,Beauty & Personal Care › Make-up & Cosmetics,3.11,1611.0,3.0
22217401436,T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview - RC,Beauty Products,3.37,1453.0,3.0
22217449910,T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper - RC,Beauty Products,2.08,1719.0,3.0
22245320049,T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na,Beauty & Personal Care › Tanning & Sun Care Products,0.54,235.0,3.0
22245320049,T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na,T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGRFF_na - Remarketing,0.35,320.0,3.0
22284590328,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Male,Real Madrid Football,1.61,1647.0,3.0
22339259423,T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_Bumpers,Sports & Fitness › Sports Fans › Skiing Enthusiasts,0.37,185.0,3.0
22339436384,T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView,Clothing & Accessories › Lingerie,8.21,2093.0,3.0
22339436384,T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView,HR | Nivea | Web | Content | More 10s,2.53,466.0,3.0
22356921765,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Female,Makeup With Skincare Benefits,0.78,538.0,3.0
22366896424,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Male,Beauty & Personal Care › Bath & Body Products,5.91,2602.0,3.0
22440875162,202502//Ceresit //Gratis//Rovinj,Home-ownership Status › Homeowners,0.52,1261.0,3.0
22445951240,T03_001594_HR_NFC_Q10DualActionSerum_CO_Apr25_Jun25_fullf_OMD_DigGR_TrueViewOlder,HR | Nivea | Web | Content | More 10s,3.27,906.0,3.0
22601760185,T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Trueview,Beauty & Personal Care › Skin Care Products,6.96,1598.0,3.0
22686046442,T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Trueview,Beauty & Personal Care › Skin Care Products,6.41,1470.0,3.0
22081967688,202501//Perwoll//Glam 2025//RethinkNew//Bumper,Home & Garden › Home Appliances › Washers & Dryers,0.12,127.0,2.0
22082495706,202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView,Hair Care,3.04,1435.0,2.0
22129106611,T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Trueview,Makeup,4.34,1348.0,2.0
22129240939,T03_000055_HR_NBD_BodyMilk_CO_Jan25_Feb25_fullf_OMD_DigGR_Trueview,Beauty & Personal Care › Bath & Body Products › Body Lotions & Moisturisers,1.12,300.0,2.0
22139609415,T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_gdn,Beauty & Wellness,0.12,142.0,2.0
22149659989,T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_trueview,Makeup With Skincare Benefits,0.84,296.0,2.0
22188796263,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView M,Beauty Products,2.37,1033.0,2.0
22188924642,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper M,Shoppers › Value Shoppers,2.13,1579.0,2.0
22188924642,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper M,Beauty Products,0.81,690.0,2.0
22198525186,T03_000286_HR_NFL_MicellarExtra_CO_Feb25_Mar25_fullf_OMD_DigGR_Trueview,Beauty & Personal Care › Spas & Beauty Services,2.62,735.0,2.0
22199077804,T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView W,Beauty & Personal Care › Hair Care Products,11.61,3996.0,2.0
22215726132,202502//Ceresit STOP//Activation Aero 360°//Aero 360°,Home & Garden,0.07,136.0,2.0
22217496884,T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Urea Trueview,Beauty Products,3.21,1328.0,2.0
22245320049,T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na,Beauty & Personal Care › Bath & Body Products › Body Lotions & Moisturisers,0.25,146.0,2.0
22245320049,T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na,Beauty & Personal Care › Spas & Beauty Services,1.38,447.0,2.0
22249484069,T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview,Beauty & Personal Care › Bath & Body Products › Body Lotions & Moisturisers,0.33,141.0,2.0
22249484069,T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview,Beauty & Personal Care › Spas & Beauty Services,1.34,479.0,2.0
22249484069,T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview,Beauty & Personal Care › Tanning & Sun Care Products,0.64,278.0,2.0
22284289146,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Female,Beauty & Wellness › Frequently Visits Salons,0.32,304.0,2.0
22284590328,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Male,Beauty & Wellness › Frequently Visits Salons,0.72,665.0,2.0
22284590328,T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Male,Sports & Fitness,0.81,712.0,2.0
22328716745,T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Shorts,Shoppers › Luxury Shoppers,0.27,843.0,2.0
22329610038,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC,Beauty & Personal Care › Bath & Body Products › Body Lotions & Moisturisers,0.31,99.0,2.0
22329610038,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC,Firming Face Cream,0.89,542.0,2.0
22329610038,T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC,Beauty & Personal Care › Spas & Beauty Services,1.12,321.0,2.0
22339259423,T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_Bumpers,Travel › Travel Buffs › Beachbound Travellers,1.82,800.0,2.0
22339436384,T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView,HR | Nivea | Web | All | PDP | Less 10s,0.4,61.0,2.0
22356921765,T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Female,Beauty & Personal Care › Spas & Beauty Services,0.15,101.0,2.0
