Account name;Customer ID;Campaign;Campaign ID;Campaign type;Country/Territory (User location);Currency code;Impr.;Clicks;Cost
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Hong Kong;EUR;144;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Qatar;EUR;160;1;0.03
Porsche Audi 2023;815-243-7991;Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Finland;EUR;320;0;0.12
Porsche Audi 2023;815-243-7991;Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Macao;EUR;10;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Brunei;EUR;1;0;0
Porsche Audi 2023;815-243-7991;Audi Zupčasti remen Oct - Dec 2025 (PMAX) - CPA;23182802566;Performance Max;Croatia;EUR;826,916;10,513;2264.06
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;South Korea;EUR;1;0;0
Porsche Audi 2023;815-243-7991;Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Australia;EUR;319;2;0.14
Porsche Moon 2023;347-468-5543;Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Croatia;EUR;548,229;11,996;4485.33
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Canada;EUR;9;0;0
Porsche Audi 2023;815-243-7991;Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Australia;EUR;3;0;0
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Norway;EUR;58;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Netherlands;EUR;114;2;0.18
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Denmark;EUR;174;1;0.19
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;France;EUR;368;1;0.09
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Nigeria;EUR;34;0;0
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Oman;EUR;5;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Romania;EUR;457;6;0.63
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Lithuania;EUR;52;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Denmark;EUR;45;1;0.07
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Bulgaria;EUR;278;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Sweden;EUR;879;11;1.14
Porsche Audi 2023;815-243-7991;Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Sweden;EUR;645;0;0
Porsche Audi 2023;815-243-7991;Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Denmark;EUR;136;0;0
Porsche Audi 2023;815-243-7991;Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Ireland;EUR;196;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Hong Kong;EUR;21;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Israel;EUR;18;0;0
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Japan;EUR;58;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Singapore;EUR;71;0;0
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Australia;EUR;3;0;0
Porsche Moon 2023;347-468-5543;Porsche Moon May - Jul 2025 - (YT) - VVC;22579330750;In-stream video;Croatia;EUR;2,233,718;2,134;3826.7
Porsche Audi 2023;815-243-7991;Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Reunion;EUR;5;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Norway;EUR;85;2;0.19
Kaufland_Display_HR;943-831-1711;Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Poland;EUR;383;7;0.61
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Reunion;EUR;1;0;0
Porsche Audi 2023;815-243-7991;Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;South Africa;EUR;379;0;0.1
Porsche Audi 2023;815-243-7991;Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Greece;EUR;1,505;1;0.56
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Norway;EUR;66;0;0
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Greece;EUR;119;1;0.03
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Netherlands;EUR;249;1;0.11
Kaufland_Display_HR;943-831-1711;Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Saudi Arabia;EUR;147;2;0.29
Kaufland_Display_HR;943-831-1711;Kaufland GDN Godišnja 2026 (DN);19354219109;Display;Croatia;EUR;69,015,716;1,033,146;28165.34
Porsche Audi 2023;815-243-7991;Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;China;EUR;1;0;0
Porsche Audi 2023;815-243-7991;Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Canada;EUR;16;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jan 2025 (DN) - CPC;22133425589;Display;Croatia;EUR;2,224,963;37,311;1476.31
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Competition - NEO konkurencija Vinkovci - 100ti kupac - Dec-Jan 2024 (DN) - CPM;22016705165;Display;Croatia;EUR;473,750;719;126.81
CEE//HR//B//Hair Styling//got2b Styling//got2b;229-792-9617;202503// Got2b_STY Topseller B 25_Bumper_16x9_6s_BeachMatt_ChillHold//6sec//CPM//W18-54;22614852371;In-stream video;Croatia;EUR;2,614,324;3,762;2998.89
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Belgium;EUR;115;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Iceland;EUR;22;1;0.05
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Bulgaria;EUR;112;1;0.27
Porsche Audi 2023;815-243-7991;Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Argentina;EUR;3;0;0
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;South Africa;EUR;34;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Portugal;EUR;69;1;0.18
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Denmark;EUR;16;0;0
Porsche Audi 2023;815-243-7991;Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Cyprus;EUR;142;0;0.05
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC;23068292085;Demand Gen;Croatia;EUR;273,032;11,823;548.78
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Japan;EUR;6;0;0
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Portugal;EUR;64;0;0
Porsche  Das Welt Auto 2023;599-809-8198;Porsche DWA Oct - Dec 2025 (GDN) - CPC;23209790548;Display;Croatia;EUR;2,194,012;46,892;3722.24
Porsche Audi 2023;815-243-7991;Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Qatar;EUR;155;0;0
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Nigeria;EUR;8;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;South Korea;EUR;55;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Poland;EUR;211;4;0.35
Kaufland_Display_HR;943-831-1711;Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Germany;EUR;16,905;221;27.25
Kaufland_Display_HR;943-831-1711;Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;New Zealand;EUR;1;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Qatar;EUR;195;1;0.11
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Kazakhstan;EUR;2;1;0.2
Porsche  Das Welt Auto 2023;599-809-8198;Porsche DWA Oct - Dec 2025 (DG) - CPC;23205620765;Demand Gen;Croatia;EUR;1,618,563;49,222;1501.02
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Finland;EUR;159;1;0.06
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Australia;EUR;15;0;0
Porsche Audi 2023;815-243-7991;Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Bulgaria;EUR;12;0;0
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Cyprus;EUR;49;1;0.03
Porsche Moon 2023;347-468-5543;Porsche Moon May - Jul 2025 - (DN) - CPC;22575576404;Display;Croatia;EUR;2,297,026;20,123;1944.73
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Croatia;EUR;873,903;12,729;1867.04
Porsche Audi 2023;815-243-7991;Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Panama;EUR;2;0;0
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Australia;EUR;12;0;0
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Latvia;EUR;5;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Kaufland Card Rođendan - Oct - Nov 2025 (DN) - CPC;23135201942;Display;Croatia;EUR;1,412,354;21,589;998.33
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;South Africa;EUR;17;0;0
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Iceland;EUR;1;0;0
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Slovakia;EUR;18;0;0
Porsche Audi 2023;815-243-7991;Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;United States;EUR;782;2;0.36
Porsche Moon 2023;347-468-5543;Porsche Moon Oct - Dec 2025 - (DG) - CPC;23095969412;Demand Gen;Croatia;EUR;4,520,397;74,995;2499.34
Porsche Audi 2023;815-243-7991;Audi Q3 Nov - Dec 2025 - (YT)  Efficient reach - CPM;23227314390;In-stream video;Croatia;EUR;3,792,498;3,271;4998.53
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Qatar;EUR;38;0;0
Porsche Audi 2023;815-243-7991;Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Romania;EUR;2,696;4;0.98
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Canada;EUR;8;0;0
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Estonia;EUR;1;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;Sweden;EUR;199;4;0.33
Porsche Audi 2023;815-243-7991;Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Lithuania;EUR;19;0;0
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Nigeria;EUR;4;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Kaufland Card - Nagradna igra - Jun 2025 (DN) - CPC;22634269397;Display;Croatia;EUR;2,697,103;48,146;1944.36
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;South Africa;EUR;20;1;0.04
Porsche Audi 2023;815-243-7991;Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Netherlands;EUR;239;1;0.55
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Hungary;EUR;1,242;19;1.93
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Denmark;EUR;20;0;0
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Czechia;EUR;26;0;0
Porsche Moon 2023;347-468-5543;Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Bulgaria;EUR;3;1;1.45
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;Estonia;EUR;3;0;0
Porsche Audi 2023;815-243-7991;Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;South Korea;EUR;217;0;0.05
Porsche Audi 2023;815-243-7991;Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Spain;EUR;797;1;0.06
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;South Africa;EUR;53;1;0.08
Kaufland_Display_HR;943-831-1711;Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;Australia;EUR;200;3;0.49
Porsche Audi 2023;815-243-7991;Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Turkiye;EUR;2;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Other - Online katalog - Kućni ljubimci - Jan-Feb 2025 (DN) - CPC;22138453161;Display;Croatia;EUR;2,156,998;36,501;1596.67
Porsche Audi 2023;815-243-7991;Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Peru;EUR;1;0;0
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Saudi Arabia;EUR;11;0;0
Kaufland_Display_HR;943-831-1711;Kaufland GDN Godišnja 2026 (DN);19354219109;Display;Slovenia;EUR;2;0;0
Kaufland_Display_HR;943-831-1711;Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DG) - CPC;22939420753;Demand Gen;Croatia;EUR;120,155;4,247;501.59
Porsche Audi 2023;815-243-7991;Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Finland;EUR;24;0;0
Porsche Audi 2023;815-243-7991;Audi A6 Aug - Sep 2025 (YT) - Reach mix - CPM;22942514632;In-stream video;Croatia;EUR;3,932,759;4,566;3621.47
Kaufland_Display_HR;943-831-1711;Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Polish language;22609067019;Display;Croatia;EUR;3,198,142;4,081;872.14
Porsche Audi 2023;815-243-7991;Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Poland;EUR;55;1;0.67
Porsche Moon 2023;347-468-5543;Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;Norway;EUR;3;0;0
Porsche Seat 2023;883-771-7154;Seat Gume Oct - Dec 2025 (PMAX) - CPA;23151243997;Performance Max;Croatia;EUR;806,769;22,508;2087.33
Porsche Volkswagen osobna vozila 2023;570-624-8392;Volkswagen Gume Oct - Dec 2025 (DG) - CPC;23160958240;Demand Gen;Croatia;EUR;5,165,641;71,736;2889.88
Porsche Cupra 2023;777-456-8213;GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Oman;EUR;112;2;0.54
Porsche Cupra 2023;777-456-8213;GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Czechia;EUR;2,834;16;2.5
Porsche Volkswagen gospodarska vozila 2023;224-059-6497;Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Portugal;EUR;648;5;0.25
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Hong Kong;EUR;54;0;0.01
Porsche Seat 2023;883-771-7154;Seat Akumulator Nov - Dec 2025 (DG) - CPC;23231650544;Demand Gen;Croatia;EUR;1,819,774;24,993;770.6
Porsche Volkswagen gospodarska vozila 2023;224-059-6497;Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Norway;EUR;215;0;0
Porsche Volkswagen gospodarska vozila 2023;224-059-6497;Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Spain;EUR;3,217;28;1.53
Porsche Škoda 2023;419-182-5356;Škoda Superb PHEV August 2025 (DG) - CPC;22841776748;Demand Gen;Croatia;EUR;6,422,716;71,708;2949.93
Porsche Škoda 2023;419-182-5356;Škoda Servisni paketi - Metlice Apr - May 2025 (DG) - CPC;22397389919;Demand Gen;Croatia;EUR;2,540,598;33,857;1049.88
Porsche Cupra 2023;777-456-8213;GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Croatia;EUR;5,261,785;29,230;3908.12
Porsche Volkswagen gospodarska vozila 2023;224-059-6497;Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Switzerland;EUR;72;0;0
Porsche Volkswagen osobna vozila 2023;570-624-8392;Volkswagen Metlice Oct - Dec 2025 (PMAX) - CPA;23161207339;Performance Max;Croatia;EUR;609,377;11,723;1384.29
Porsche Seat 2023;883-771-7154;Seat Zupčasti remen Oct - Dec 2025 (DG) - CPC;23177785397;Demand Gen;Croatia;EUR;3,266,409;49,330;1925.05
Porsche Volkswagen gospodarska vozila 2023;224-059-6497;Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Germany;EUR;3,035;48;3.96
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;South Korea;EUR;29;0;0.01
Porsche Cupra 2023;777-456-8213;GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Martinique;EUR;9;0;0
Porsche Cupra 2023;777-456-8213;GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Romania;EUR;1,346;16;2.45
Porsche Volkswagen osobna vozila 2023;570-624-8392;Volkswagen Gume Mar - Apr 2025 (PMAX) - CPA;22364219464;Performance Max;Croatia;EUR;1,183,398;18,562;2719.9
Porsche Cupra 2023;777-456-8213;Cupra Formentor Jul - Aug 2025 (YT) - CPM;22779402390;In-stream video;Croatia;EUR;5,702,105;4,787;5001.47
Porsche Seat 2023;883-771-7154;Seat Akumulator Nov - Dec 2025 (PMAX) - CPA;23231650448;Performance Max;Croatia;EUR;625,346;8,982;1335.55
Finish;301-500-4168;Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Saudi Arabia;EUR;4;0;0
Porsche Škoda 2023;419-182-5356;Škoda Kodiaq PHEV August 2025 (DG) - CPC;22836207357;Demand Gen;Croatia;EUR;2,480,706;30,275;1199.8
Porsche Cupra 2023;777-456-8213;GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Saudi Arabia;EUR;733;11;1.46
Finish;301-500-4168;Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Finland;EUR;9;0;0
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Israel;EUR;3;0;0
Finish;301-500-4168;Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Czechia;EUR;80;0;0.01
Porsche Volkswagen gospodarska vozila 2023;224-059-6497;Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Estonia;EUR;11;0;0
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Czechia;EUR;159;0;0.05
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Iceland;EUR;15;0;0
Finish;301-500-4168;Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Germany;EUR;1,619;0;0.27
Porsche Volkswagen gospodarska vozila 2023;224-059-6497;Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Reunion;EUR;17;0;0
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Macao;EUR;3;0;0
Porsche Cupra 2023;777-456-8213;GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Belgium;EUR;1,472;5;0.85
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Malta;EUR;103;0;0.04
Porsche Škoda 2023;419-182-5356;Škoda Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22391002215;Performance Max;Slovenia;EUR;2;0;0
Porsche Volkswagen osobna vozila 2023;570-624-8392;Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM;22415374749;In-stream video;Croatia;EUR;4,001,008;3,232;4100.6
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Saudi Arabia;EUR;51;0;0.02
Porsche Volkswagen gospodarska vozila 2023;224-059-6497;Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;South Korea;EUR;2,765;16;0.97
Porsche Cupra 2023;777-456-8213;GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Canada;EUR;812;3;0.51
Porsche Škoda 2023;419-182-5356;Škoda Kodiaq May-Jun 2025 (DG) - CPC;22562758033;Demand Gen;Croatia;EUR;2,198,270;34,815;1199.95
Finish;301-500-4168;Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Portugal;EUR;39;0;0.01
Porsche Seat 2023;883-771-7154;Seat Metlice Apr - May 2025 (PMAX) - CPA;22389011644;Performance Max;Croatia;EUR;1,478,806;9,883;931.08
Porsche Volkswagen osobna vozila 2023;570-624-8392;Volkswagen Servisni paketi - Ulje Apr - May 2025 (DG) - CPC;22418687457;Demand Gen;Croatia;EUR;2,895,298;33,587;1199.72
Finish;301-500-4168;Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Croatia;EUR;28,902,027;7,408;4000.65
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Canada;EUR;160;0;0.06
Porsche Volkswagen osobna vozila 2023;570-624-8392;Volkswagen AE Boost March 2025 (YT) - VVC - CPV;22313291011;In-stream video;Croatia;EUR;2,515,726;2,779;4299.9
Porsche Škoda 2023;419-182-5356;Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM;22470418028;In-stream video;Croatia;EUR;5,823,256;5,516;4999.22
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Hungary;EUR;127;0;0.05
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Romania;EUR;97;0;0.04
Porsche Volkswagen gospodarska vozila 2023;224-059-6497;Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Croatia;EUR;2,617,093;39,504;2264.56
Porsche Volkswagen osobna vozila 2023;570-624-8392;Volkswagen Servisni paketi - Ulje Apr - May 2025 (PMAX) - CPA;22428809467;Performance Max;Croatia;EUR;691,536;17,054;2046.53
Finish;301-500-4168;Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Cyprus;EUR;9;0;0
Finish;301-500-4168;Finish Reckitt PIP Nov 2025 (DN) - CPM;23208502981;Display;Croatia;EUR;6,789,695;3,424;1700.18
Porsche Cupra 2023;777-456-8213;GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Luxembourg;EUR;489;2;0.27
Finish;301-500-4168;Finish Reckitt PIP Nov 2025 (YT) - CPV;23204324852;In-stream video;Croatia;EUR;1,599,116;1,451;5491.45
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Japan;EUR;136;0;0.02
Porsche Cupra 2023;777-456-8213;GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Finland;EUR;1,428;8;1.73
Porsche Cupra 2023;777-456-8213;Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Greece;EUR;96;0;0.03
Porsche Škoda 2023;419-182-5356;Škoda Gume Mar - Apr 2025 (PMAX) - CPA;22354172118;Performance Max;Croatia;EUR;1,109,168;26,742;2310.17
