Account name;Customer ID;Campaign;Campaign ID;Campaign type;Currency code;Campaign start date;Campaign end date;Impr.;Clicks;Cost
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_AW_Jun24_Aug24_fullf_OMD_Influenceri;21350951709;In-stream video;EUR;5 Jun 2024;31 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000754_HR_NME_Promotion_AW_May24_May24_fullf_OMD_Skin Moments Football Super Ponuda KNOW;21361342774;In-stream video;EUR;5 Jun 2024;23 Jun 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001593_HR_NFC_L630ColorCare_AW_Jun24_Aug24_fullf_OMD_Bumper;21364728909;In-stream video;EUR;10 Jun 2024;31 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001593_HR_NFC_L630ColorCare_CO_Jun24_Aug24_fullf_OMD_Bumper;21364774485;In-stream video;EUR;10 Jun 2024;31 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;nivea-greška-6;21370836197;In-stream video;EUR;10 Jun 2024;31 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001593_HR_NFC_L630ColorCare_AW_Jun24_Aug24_fullf_OMD_Influencers;21370855418;In-stream video;EUR;10 Jun 2024;31 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001593_HR_NFC_L630ColorCare_AW_Jun24_Aug24_fullf_OMD_TrueView;21370929353;In-stream video;EUR;10 Jun 2024;31 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001593_HR_NFC_L630ColorCare_CO_Jun24_Aug24_fullf_OMD_TrueView;21370978502;In-stream video;EUR;10 Jun 2024;31 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000033_HR_NCR_Soft_AW_Jun24_Aug24_fullf_OMD_Preroll;21384497001;In-stream video;EUR;17 Jun 2024;31 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000033_HR_NCR_Soft_AW_Jun24_Aug24_fullf_OMD_Bumper;21391087370;In-stream video;EUR;17 Jun 2024;31 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000033_HR_NCR_Soft_CO_Jun24_Aug24_fullf_OMD_Preroll;21391113731;In-stream video;EUR;17 Jun 2024;31 Aug 2024;0;0;0
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202406//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Trueview;21393267575;In-stream video;EUR;18 Jun 2024;22 Sept 2024;0;0;0
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202406//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview;21397078011;In-stream video;EUR;21 Jun 2024;23 Dec 2024;0;0;0
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202406//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Bumper;21397362478;In-stream video;EUR;18 Jun 2024;22 Sept 2024;0;0;0
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;KRIVO KOPIRANO;21403436573;In-stream video;EUR;21 Jun 2024;30 Sept 2024;0;0;0
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202406//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper;21403475645;In-stream video;EUR;21 Jun 2024;23 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_CellularLuminous630_AW_Jul24_Aug24_fullf_OMD_TrueView;21415918976;In-stream video;EUR;1 Jul 2024;11 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001233_HR_NCR_RepairCareAPC_AW_Jul24_Aug24_fullf_OMD_Trueview;21435622239;In-stream video;EUR;5 Jul 2024;5 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001233_HR_NCR_RepairCareAPC_AW_Jul24_Aug24_fullf_OMD_Bumper;21435662301;In-stream video;EUR;5 Jul 2024;5 Aug 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202407//Syoss Care//Syoss Care Keratin Hero 2024//Syoss Care Keratin Hero 2024//video//Trueview;21448976528;In-stream video;EUR;8 Jul 2024;22 Sept 2024;0;0;0
CEE//HR//L//HDD Leading Premium//Perfect Cleanliness//Persil;284-348-0597;202407//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview;21452812523;In-stream video;EUR;9 Jul 2024;22 Dec 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202407//Syoss Care//Syoss Care Keratin Hero 2024//Syoss Care Keratin Hero 2024//video//Bumper;21453009769;In-stream video;EUR;8 Jul 2024;22 Sept 2024;0;0;0
CEE//HR//B//Hair Care//Gliss Care//Gliss;373-058-1715;202407//Gliss//Gliss Brand Support 2024 (SKMB)//Gliss Jar TRT 2024//video//Trueview;21455565981;In-stream video;EUR;15 Jul 2024;29 Sept 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000033_HR_NCR_Soft_AW_Jun24_Aug24_fullf_OMD_Influenceri;21456394927;In-stream video;EUR;9 Jul 2024;31 Aug 2024;0;0;0
CEE//HR//B//Hair Care//Gliss Care//Gliss;373-058-1715;202407//Gliss//Gliss Brand Support 2024 (SKMB)//Gliss Jar TRT 2024//video//Bumper;21462221984;In-stream video;EUR;15 Jul 2024;29 Sept 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202407//Syoss Color//Syoss Color Brow Tint Relaunch 2022//Relaunch Syoss Color Brow Tint 2022//video//Trueview;21505499924;In-stream video;EUR;26 Jul 2024;27 Oct 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202407//Syoss Color//Syoss Color Brow Tint Relaunch 2022//Relaunch Syoss Color Brow Tint 2022//video//Bumper;21505536686;In-stream video;EUR;26 Jul 2024;27 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Trueview Fashion;21555982763;In-stream video;EUR;12 Aug 2024;13 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Trueview Travel;21555982766;In-stream video;EUR;12 Aug 2024;13 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Influencers Fashion;21555983237;In-stream video;EUR;12 Aug 2024;13 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Bumper Fashion;21555983903;In-stream video;EUR;12 Aug 2024;13 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001506_HR_NBD_Luminous630Body_CO_Aug24_Oct24_fullf_OMD_Trueview Travel;21555984131;In-stream video;EUR;12 Aug 2024;13 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Bumper Travel;21559713343;In-stream video;EUR;12 Aug 2024;13 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Influencers Travel;21559713592;In-stream video;EUR;12 Aug 2024;13 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001506_HR_NBD_Luminous630Body_CO_Aug24_Oct24_fullf_OMD_Trueview Fashion;21559714027;In-stream video;EUR;12 Aug 2024;13 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000033_HR_NCR_Soft_AW_Aug24_Aug24_fullf_OMD_Influenceri Vanillaz;21574159829;In-stream video;EUR;12 Aug 2024;31 Aug 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_CellularExpertLift_AW_Aug24_Oct24_fullf_OMD_TrueView;21619335509;In-stream video;EUR;26 Aug 2024;27 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_CellularExpertLift_AW_Aug24_Oct24_fullf_OMD_Bumper;21619427654;In-stream video;EUR;26 Aug 2024;27 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000161_HR_NFC_CellularExpertLift_CO_Aug24_Oct24_fullf_OMD_TrueView Influencers;21626127964;In-stream video;EUR;26 Aug 2024;27 Oct 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001593_HR_NFC_L630ColorCare_AW_Sep24_Nov24_fullf_OMD_TrueView;21670073204;In-stream video;EUR;9 Sept 2024;24 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001593_HR_NFC_L630ColorCare_AW_Sep24_Nov24_fullf_OMD_Influencers;21670073477;In-stream video;EUR;9 Sept 2024;24 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001593_HR_NFC_L630ColorCare_AW_Sep24_Nov24_fullf_OMD_Bumper;21670073915;In-stream video;EUR;9 Sept 2024;24 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001593_HR_NFC_L630ColorCare_CO_Sep24_Nov24_fullf_OMD_TrueView;21673800208;In-stream video;EUR;9 Sept 2024;24 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001593_HR_NFC_L630ColorCare_CO_Sep24_Nov24_fullf_OMD_Bumper;21673800715;In-stream video;EUR;9 Sept 2024;24 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellairExtra_CO_Sep24_Nov24_fullf_OMD_Trueview;21722472609;In-stream video;EUR;20 Sept 2024;24 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellairExtra_AW_Sep24_Nov24_fullf_OMD_Trueview;21722473611;In-stream video;EUR;20 Sept 2024;24 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellairExtra_AW_Sep24_Nov24_fullf_OMD_Bumper;21728823095;In-stream video;EUR;20 Sept 2024;24 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellairExtra_AW_Sep24_Nov24_fullf_OMD_Influencers;21732759520;In-stream video;EUR;20 Sept 2024;24 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000454_HR_NCR_BlueTin_AW_Sep24_Nov24_fullf_OMD_TrueView;21763196561;In-stream video;EUR;30 Sept 2024;17 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000454_HR_NCR_BlueTin_CO_Sep24_Nov24_fullf_OMD_TrueView;21763375634;In-stream video;EUR;30 Sept 2024;17 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000454_HR_NCR_BlueTin_AW_Sep24_Nov24_fullf_OMD_Bumper;21767145085;In-stream video;EUR;30 Sept 2024;17 Nov 2024;0;0;0
CEE//HR//B//Hair Care//Gliss Care//Gliss;373-058-1715;202410//Gliss//Gliss Brand Support 2024 (SKMB)//Gliss Night Elixir 2024//video//Trueview;21785408351;In-stream video;EUR;7 Oct 2024;22 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_CO_Oct24_Dec24_fullf_OMD_TrueView;21786510128;In-stream video;EUR;7 Oct 2024;31 Dec 2024;0;0;0
CEE//HR//B//Hair Care//Gliss Care//Gliss;373-058-1715;202410//Gliss//Gliss Brand Support 2024 (SKMB)//Gliss Night Elixir 2024//video//Bumper;21789252706;In-stream video;EUR;7 Oct 2024;22 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_AW_Oct24_Dec24_fullf_OMD_TrueView;21790308694;In-stream video;EUR;7 Oct 2024;31 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_AW_Oct24_Dec24_fullf_OMD_Bumper;21790343470;In-stream video;EUR;7 Oct 2024;31 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_AW_Oct24_Dec24_fullf_OMD_Influenceri;21794802213;In-stream video;EUR;11 Oct 2024;29 Dec 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;Greška13;21806046405;In-stream video;EUR;15 Oct 2024;8 Dec 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202410//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Bumper;21806047599;In-stream video;EUR;15 Oct 2024;8 Dec 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202410//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview;21812557886;In-stream video;EUR;15 Oct 2024;8 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_AW_Oct24_Dec24_fullf_OMD_Influenceri - NoN VVC;21814038906;In-stream video;EUR;17 Oct 2024;31 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001593_HR_NFC_L630ColorCare_AW_Sep24_Nov24_fullf_OMD_Influencers - NoN VVC;21814128138;In-stream video;EUR;17 Oct 2024;24 Nov 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001535_HR_NFL_DermaSkinClear_AW_Oct24_Dec24_fullf_OMD_TrueView;21819515672;In-stream video;EUR;21 Oct 2024;31 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001535_HR_NFL_DermaSkinClear_AW_Oct24_Dec24_fullf_OMD_Bumper;21819541127;In-stream video;EUR;21 Oct 2024;31 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;nivea greska 2024;21820580114;In-stream video;EUR;17 Oct 2024;29 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellairExtra_AW_Sep24_Nov24_fullf_OMD_Influencers - NoN VVC;21824468557;In-stream video;EUR;17 Oct 2024;24 Nov 2024;0;0;0
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202410//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview;21846306913;In-stream video;EUR;24 Oct 2024;15 Dec 2024;0;0;0
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202410//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Bumper;21846333343;In-stream video;EUR;24 Oct 2024;15 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000055_HR_NBD_BodyMilk_AW_Oct24_Dec24_fullf_OMD_Trueview;21850859931;In-stream video;EUR;4 Nov 2024;31 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000055_HR_NBD_BodyMilk_CO_Oct24_Dec24_fullf_OMD_Trueview;21850963131;In-stream video;EUR;4 Nov 2024;31 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000055_HR_NBD_BodyMilk_AW_Oct24_Dec24_fullf_OMD_Bumper;21857437664;In-stream video;EUR;4 Nov 2024;31 Dec 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202410//Syoss Color//Syoss Oleo Intense Masterbrand Launch 2023//Launch Syoss Oleo Intense Masterbrand 2023//video//Trueview;21867953730;In-stream video;EUR;4 Nov 2024;22 Dec 2024;0;0;0
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202410//Syoss Color//Syoss Oleo Intense Masterbrand Launch 2023//Launch Syoss Oleo Intense Masterbrand 2023//video//Bumper;21874430522;In-stream video;EUR;4 Nov 2024;22 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001535_HR_NFL_DermaSkinClear_CO_Oct24_Dec24_fullf_OMD_Influencers;21904552244;In-stream video;EUR;13 Nov 2024;31 Dec 2024;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000055_HR_NBD_BodyMilk_AW_Oct24_Dec24_fullf_OMD_Influencers;21955466827;In-stream video;EUR;26 Nov 2024;31 Dec 2024;0;0;0
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W25-54;22082345952;In-stream video;EUR;6 Jan 2025;6 Jul 2025;4,801,057;3,393;10498.47
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W35-54 with kids;22082424657;In-stream video;EUR;6 Jan 2025;6 Jul 2025;533,082;808;1249.9
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//All25-34 no kids;22082441424;In-stream video;EUR;6 Jan 2025;6 Jul 2025;571,854;542;1253.15
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W25-54;22082451351;In-stream video;EUR;6 Jan 2025;6 Jul 2025;5,887,856;6,503;7002.82
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//All25-34 no kids;22082474532;In-stream video;EUR;6 Jan 2025;6 Jul 2025;795,822;1,063;829.19
CEE//HR//B//Hair Care//Gliss Care//Gliss;373-058-1715;202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView;22082495706;In-stream video;EUR;6 Jan 2025;2 Mar 2025;2,512,720;3,035;5658.57
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview;22082564343;In-stream video;EUR;6 Jan 2025;6 Apr 2025;3,805,201;2,513;8360.06
CEE//HR//L//ADW//Disburdening//Somat;611-267-3615;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W35-54 with kids;22088623607;In-stream video;EUR;6 Jan 2025;6 Jul 2025;664,233;1,134;833.03
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Bumper;22088715767;In-stream video;EUR;6 Jan 2025;6 Apr 2025;4,720,480;9,689;5905.9
CEE//HR//B//Hair Care//Gliss Care//Gliss;373-058-1715;202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//Bumper;22092438439;In-stream video;EUR;6 Jan 2025;2 Mar 2025;3,269,164;5,924;3771.28
CEE//HR//L//HDD Leading Premium//Perfect Cleanliness//Persil;284-348-0597;202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-34 - Consultant;22126220538;In-stream video;EUR;16 Jan 2025;5 May 2025;2,466,991;4,983;6954.44
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Trueview;22129106611;In-stream video;EUR;14 Jan 2025;23 Feb 2025;2,078,042;5,824;5999.63
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Bumper;22129212445;In-stream video;EUR;14 Jan 2025;23 Feb 2025;2,402,886;4,967;3993.22
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000055_HR_NBD_BodyMilk_CO_Jan25_Feb25_fullf_OMD_DigGR_Trueview;22129240939;In-stream video;EUR;14 Jan 2025;23 Feb 2025;1,707,285;4,732;4999.7
CEE//HR//L//HDD Leading Premium//Perfect Cleanliness//Persil;284-348-0597;202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W35-54 - Kitman;22132437335;In-stream video;EUR;16 Jan 2025;5 May 2025;2,261,460;4,538;6959.72
CEE//HR//L//HDD Leading Premium//Perfect Cleanliness//Persil;284-348-0597;202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-54 - Couple;22136208178;In-stream video;EUR;16 Jan 2025;5 May 2025;2,355,342;3,193;6954.66
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_trueview;22139437671;In-stream video;EUR;20 Jan 2025;2 Mar 2025;4,739,790;11,044;7995.88
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Trueview;22142591751;In-stream video;EUR;21 Jan 2025;7 Apr 2025;4,474,732;4,295;10497.97
CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;187-148-0162;202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Bumper;22142591754;In-stream video;EUR;21 Jan 2025;7 Apr 2025;5,214,055;11,202;6868.45
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_influencer;22145754944;In-stream video;EUR;20 Jan 2025;2 Mar 2025;890,861;2,008;2499.77
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_bumper;22149545170;In-stream video;EUR;20 Jan 2025;2 Mar 2025;3,394,998;11,403;5993.9
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_trueview;22149659989;In-stream video;EUR;20 Jan 2025;2 Mar 2025;1,776,159;4,073;5499.73
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview;22149808469;In-stream video;EUR;21 Jan 2025;24 Mar 2025;1,930,240;2,448;4053.63
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Bumper;22149808472;In-stream video;EUR;21 Jan 2025;24 Mar 2025;2,185,606;4,548;2702.71
CEE//HR//B//Hair Care//Schauma Family//Schauma;764-799-0958;GREŠKA;22153658308;In-stream video;EUR;21 Jan 2025;24 Mar 2025;0;0;0
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView M;22188796263;In-stream video;EUR;4 Feb 2025;23 Mar 2025;1,495,182;2,731;3500.01
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper M;22188924642;In-stream video;EUR;4 Feb 2025;23 Mar 2025;1,920,400;4,154;2495.56
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper;22194673340;In-stream video;EUR;4 Feb 2025;23 Mar 2025;1,824,467;3,999;2997.87
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview;22198446400;In-stream video;EUR;4 Feb 2025;23 Mar 2025;877,368;2,143;2499.75
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Influencers - NoN VVC;22198490344;In-stream video;EUR;4 Feb 2025;23 Mar 2025;930,648;2,513;2999.93
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000286_HR_NFL_MicellarExtra_CO_Feb25_Mar25_fullf_OMD_DigGR_Trueview;22198525186;In-stream video;EUR;4 Feb 2025;23 Mar 2025;1,771,777;4,683;5498.78
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView W;22199077804;In-stream video;EUR;4 Feb 2025;23 Mar 2025;1,087,233;1,436;3199.94
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W;22199101129;In-stream video;EUR;4 Feb 2025;23 Mar 2025;1,373,827;3,134;2096.34
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Urea Bumper;22211100459;In-stream video;EUR;10 Feb 2025;23 Mar 2025;632,105;1,268;749.55
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview - RC;22217401436;In-stream video;EUR;10 Feb 2025;23 Mar 2025;540,372;943;1249.88
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper - RC;22217449910;In-stream video;EUR;10 Feb 2025;23 Mar 2025;617,194;1,254;749.61
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Urea Trueview;22217496884;In-stream video;EUR;10 Feb 2025;23 Mar 2025;508,041;927;1250.11
HR_Nivea_YouTube_x_OMD_EUR;540-172-1511;T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_bumper;22243238376;In-stream video;EUR;17 Feb 2025;13 Apr 2025;3,707,613;11,236;6372.39
