Window_Start,Window_End,Account_ID,Account_Name,Campaign_ID,Campaign,Brand,Type,Target,Bid_Strategy,Cost,Impressions,Reach,Avg_Frequency
2025-07-02,2025-09-30,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,5764.57644,2685488,830394,3.904492325
2025-07-09,2025-10-07,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,4489.427352,3292480,1115563,3.058081883
2025-07-09,2025-10-07,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,5656.754832,2622993,811321,3.919961396
2025-07-16,2025-10-14,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,4140.572647,3027448,1060536,2.96412003
2025-07-16,2025-10-14,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,5214.097927,2411301,765222,3.827766321
2025-07-23,2025-10-21,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,3790.38061,2765478,1001478,2.875330262
2025-07-23,2025-10-21,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,4770.465247,2199857,720737,3.72087738
2025-07-30,2025-10-28,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,3438.935899,2509918,942676,2.774923728
2025-07-30,2025-10-28,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,4326.461331,1992180,678558,3.584495356
2025-08-06,2025-11-04,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,3092.090219,2245121,884961,2.645301883
2025-08-06,2025-11-04,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3882.006343,1776527,639140,3.398505805
2025-08-13,2025-11-11,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2744.025988,1979037,824172,2.503610897
2025-08-13,2025-11-11,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3437.918446,1563780,598478,3.200378293
2025-08-20,2025-11-18,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2389.623121,1704084,749698,2.36951279
2025-08-20,2025-11-18,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,2992.809741,1356562,553375,3.004651457
2025-08-27,2025-11-25,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2034.496506,1431170,673399,2.214216237
2025-08-27,2025-11-25,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,2547.417936,1145873,504688,2.780145357
2025-09-03,2025-12-02,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,1679.562667,1151577,584737,2.048261013
2025-09-03,2025-12-02,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,2101.978756,933114,448834,2.533477856
2025-09-10,2025-12-09,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,1349.845999,911145,508518,1.86584939
2025-09-10,2025-12-09,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,1683.607525,738796,398398,2.268061085
2025-09-17,2025-12-16,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,990.774556,670481,424108,1.650357928
2025-09-17,2025-12-16,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,1265.60334,559433,346759,1.983192938
2025-09-24,2025-12-23,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,628.355725,425979,318696,1.408869267
2025-09-24,2025-12-23,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,800.976835,358400,272782,1.645321172
2025-10-01,2025-12-30,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22524522930,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,263.426693,179038,162683,1.16648943
2025-10-01,2025-12-30,764-799-0958,CEE//HR//B//Hair Care//Schauma Family//Schauma,22530853916,202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,334.670267,152596,150468,1.281588112
2025-01-01,2025-04-01,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2055.323144,1567638,594387,2.76861035
2025-01-01,2025-04-01,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3379.403199,1685627,599437,3.190548798
2025-01-08,2025-04-08,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2258.271934,1727302,620844,2.913717456
2025-01-08,2025-04-08,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3710.365986,1846232,625465,3.34026844
2025-01-15,2025-04-15,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2434.075266,1869412,639709,3.058138935
2025-01-15,2025-04-15,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,4000.112202,1994714,645170,3.494320877
2025-01-22,2025-04-22,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2377.587842,1816133,624254,3.035336578
2025-01-22,2025-04-22,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3906.269524,1935593,632470,3.449355701
2025-01-29,2025-04-29,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2180.419837,1662883,586495,2.951902403
2025-01-29,2025-04-29,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3579.158529,1772024,592320,3.350729335
2025-02-05,2025-05-06,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,1982.367067,1510807,549325,2.858672007
2025-02-05,2025-05-06,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3253.261991,1609269,556909,3.22230921
2025-02-12,2025-05-13,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,1783.255055,1365146,517431,2.735676834
2025-02-12,2025-05-13,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,2929.62632,1448653,526373,3.056106601
2025-02-19,2025-05-20,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,1583.920174,1218594,481585,2.618860637
2025-02-19,2025-05-20,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,2600.661007,1286674,491884,2.891376829
2025-02-19,2025-05-20,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,504.613926,235991,161702,1.622144439
2025-02-19,2025-05-20,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,286.910004,213120,131696,1.655046471
2025-02-26,2025-05-27,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,1383.426204,1078165,449733,2.474563797
2025-02-26,2025-05-27,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,2270.940086,1130198,458721,2.715330233
2025-02-26,2025-05-27,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,1004.16767,459625,248963,2.019099224
2025-02-26,2025-05-27,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,501.617491,364923,177414,2.095009413
2025-03-05,2025-06-03,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,1182.479701,934553,412833,2.33195263
2025-03-05,2025-06-03,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,1940.986031,973169,422117,2.530632502
2025-03-05,2025-06-03,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,1602.513529,728152,337857,2.337480058
2025-03-05,2025-06-03,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,827.725088,594058,249409,2.425413678
2025-03-12,2025-06-10,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,982.313596,779221,365025,2.192260804
2025-03-12,2025-06-10,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,1611.834979,802815,376584,2.334095447
2025-03-12,2025-06-10,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,2201.701261,987561,409280,2.592677385
2025-03-12,2025-06-10,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,1215.498868,863471,317566,2.762323423
2025-03-19,2025-06-17,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,781.78806,624595,314531,2.036374793
2025-03-19,2025-06-17,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,1282.534959,639286,323662,2.160265956
2025-03-19,2025-06-17,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,2871.057088,1283152,487228,2.817409919
2025-03-19,2025-06-17,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,1695.555861,1191498,393047,3.07366549
2025-03-26,2025-06-24,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,581.182943,467714,263839,1.818176994
2025-03-26,2025-06-24,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,952.429773,477234,270263,1.939207365
2025-03-26,2025-06-24,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3530.459703,1573208,559984,2.999373196
2025-03-26,2025-06-24,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2197.422298,1532426,466786,3.326882126
2025-04-02,2025-07-01,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,378.752122,301774,194449,1.597771138
2025-04-02,2025-07-01,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,620.709003,309087,199425,1.71441394
2025-04-02,2025-07-01,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3993.953566,1767804,604267,3.117398435
2025-04-02,2025-07-01,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2576.794857,1767718,517186,3.463270467
2025-04-09,2025-07-08,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22131389199,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,175.803332,142110,109852,1.34137749
2025-04-09,2025-07-08,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22137629441,202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,289.746216,148482,116891,1.41336801
2025-04-09,2025-07-08,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3993.953566,1767804,604267,3.117398435
2025-04-09,2025-07-08,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2576.794857,1767718,517186,3.463270467
2025-04-16,2025-07-15,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3993.953566,1767804,604267,3.117398435
2025-04-16,2025-07-15,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2576.794857,1767718,517186,3.463270467
2025-04-23,2025-07-22,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3993.953566,1767804,604267,3.117398435
2025-04-23,2025-07-22,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2576.794857,1767718,517186,3.463270467
2025-04-30,2025-07-29,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3993.953566,1767804,604267,3.117398435
2025-04-30,2025-07-29,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2576.794857,1767718,517186,3.463270467
2025-05-07,2025-08-05,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3993.953566,1767804,604267,3.117398435
2025-05-07,2025-08-05,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2576.794857,1767718,517186,3.463270467
2025-05-14,2025-08-12,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3993.953566,1767804,604267,3.117398435
2025-05-14,2025-08-12,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2576.794857,1767718,517186,3.463270467
2025-05-21,2025-08-19,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,3489.33964,1531813,565832,2.865583778
2025-05-21,2025-08-19,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2289.884853,1554598,486788,3.23178057
2025-05-28,2025-08-26,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,2989.785896,1308179,523749,2.636875679
2025-05-28,2025-08-26,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,2075.177366,1402795,466514,3.042718975
2025-06-04,2025-09-02,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,2391.440037,1039652,456817,2.39484739
2025-06-04,2025-09-02,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,1749.069769,1173660,419803,2.825694433
2025-06-11,2025-09-09,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,1792.252305,780243,385443,2.134193642
2025-06-11,2025-09-09,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,1361.295989,904247,364854,2.50493348
2025-06-18,2025-09-16,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,1122.896478,484652,284868,1.793883483
2025-06-18,2025-09-16,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,881.238996,576220,285568,2.041755379
2025-06-25,2025-09-23,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540518399,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview,CEE,YouTube Non-Skip,65+ | All,tCPM,463.493863,194596,143034,1.42721311
2025-06-25,2025-09-23,214-764-0693,CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC,22540555902,202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper,CEE,YouTube Bumper,65+ | All,tCPM,379.372559,235292,159936,1.489427021
